experiment,model,fold,seed,feature_mode,use_se,n_mels,fmax,boundary_loss_weight,boundary_warmup_epochs,fusion_type,aux_gate_init,gate_mean,gate_max,best_epoch,best_val_macro_f1,test_acc,test_macro_f1
cv5_gated_fold2_mctafd_no_se_seed42,mctafd_no_se_gated,2,42,mctafd,False,64,8000.0,0.0,0.0,gated,-4.0,0.0181284099817276,0.01843082532286644,24,0.9494949494949495,0.9107142857142857,0.9096774193548387
cv5_gated_fold3_mctafd_no_se_seed42,mctafd_no_se_gated,3,42,mctafd,False,64,8000.0,0.0,0.0,gated,-4.0,0.01805562525987625,0.01861516758799553,20,0.9412587412587412,0.9226190476190477,0.9226080793763288
cv5_gated_fold4_mctafd_no_se_seed42,mctafd_no_se_gated,4,42,mctafd,False,64,8000.0,0.0,0.0,gated,-4.0,0.018363697919994593,0.018605953082442284,32,0.9666295884315906,0.9345238095238095,0.9344401873137504
cv5_gated_fold0_mctafd_no_se_seed123,mctafd_no_se_gated,0,123,mctafd,False,64,8000.0,0.0,0.0,gated,-4.0,0.0182531182654202,0.018875116482377052,12,0.9583217560433455,0.9404761904761905,0.9404424276800907
cv5_gated_fold1_mctafd_no_se_seed123,mctafd_no_se_gated,1,123,mctafd,False,64,8000.0,0.0,0.0,gated,-4.0,0.018269305117428303,0.01853862963616848,17,0.9665178571428572,0.9166666666666666,0.9171286031042128
cv5_gated_fold2_mctafd_no_se_seed123,mctafd_no_se_gated,2,123,mctafd,False,64,8000.0,0.0,0.0,gated,-4.0,0.018272137735038996,0.01892133802175522,15,0.9326599326599327,0.9107142857142857,0.9100899100899101
cv5_gated_fold3_mctafd_no_se_seed123,mctafd_no_se_gated,3,123,mctafd,False,64,8000.0,0.0,0.0,gated,-4.0,0.01829535746946931,0.018811123445630074,15,0.9416504584606835,0.9166666666666666,0.9166193987521271
cv5_gated_fold4_mctafd_no_se_seed123,mctafd_no_se_gated,4,123,mctafd,False,64,8000.0,0.0,0.0,gated,-4.0,0.018274190369993448,0.01876353845000267,14,0.9665178571428572,0.9166666666666666,0.915903890160183
cv5_gated_fold0_mctafd_no_se_seed777,mctafd_no_se_gated,0,777,mctafd,False,64,8000.0,0.0,0.0,gated,-4.0,0.018233163747936487,0.018985690549016,10,0.9582289055973267,0.8869047619047619,0.8820747746416433
cv5_gated_fold1_mctafd_no_se_seed777,mctafd_no_se_gated,1,777,mctafd,False,64,8000.0,0.0,0.0,gated,-4.0,0.018225041683763266,0.019412271678447723,26,0.9666295884315906,0.9107142857142857,0.9113653942937435
cv5_gated_fold2_mctafd_no_se_seed777,mctafd_no_se_gated,2,777,mctafd,False,64,8000.0,0.0,0.0,gated,-4.0,0.018590598832815886,0.019606325775384903,24,0.949944382647386,0.9226190476190477,0.9218286739321736
cv5_gated_fold3_mctafd_no_se_seed777,mctafd_no_se_gated,3,777,mctafd,False,64,8000.0,0.0,0.0,gated,-4.0,0.01827485579997301,0.01888819970190525,13,0.9329072890617764,0.9226190476190477,0.9225202213707961
cv5_gated_fold4_mctafd_no_se_seed777,mctafd_no_se_gated,4,777,mctafd,False,64,8000.0,0.0,0.0,gated,-4.0,0.01858955854550004,0.019628087058663368,19,0.9583217560433455,0.9285714285714286,0.9282051282051282
cv5_gated_fold0_mctafd_no_se_seed2024,mctafd_no_se_gated,0,2024,mctafd,False,64,8000.0,0.0,0.0,gated,-4.0,0.018233573529869318,0.018753791227936745,15,0.9582289055973267,0.9285714285714286,0.9275445658424382
cv5_gated_fold1_mctafd_no_se_seed2024,mctafd_no_se_gated,1,2024,mctafd,False,64,8000.0,0.0,0.0,gated,-4.0,0.018275166861712933,0.01871500536799431,19,0.9408617290903971,0.9166666666666666,0.9169598224120109
cv5_gated_fold2_mctafd_no_se_seed2024,mctafd_no_se_gated,2,2024,mctafd,False,64,8000.0,0.0,0.0,gated,-4.0,0.018330843187868595,0.01897970587015152,25,0.9332591768631813,0.9345238095238095,0.9345145287030475
cv5_gated_fold3_mctafd_no_se_seed2024,mctafd_no_se_gated,3,2024,mctafd,False,64,8000.0,0.0,0.0,gated,-4.0,0.018137927632778883,0.018756911158561707,6,0.9416504584606835,0.9285714285714286,0.9282051282051282
cv5_gated_fold4_mctafd_no_se_seed2024,mctafd_no_se_gated,4,2024,mctafd,False,64,8000.0,0.0,0.0,gated,-4.0,0.01809170376509428,0.018568575382232666,10,0.9415204678362573,0.9166666666666666,0.915903890160183
cv5_gated_fold0_mctafd_no_se_seed3407,mctafd_no_se_gated,0,3407,mctafd,False,64,8000.0,0.0,0.0,gated,-4.0,0.018284677527844906,0.019127659499645233,7,0.9415204678362573,0.9107142857142857,0.9100648528145109
cv5_gated_fold1_mctafd_no_se_seed3407,mctafd_no_se_gated,1,3407,mctafd,False,64,8000.0,0.0,0.0,gated,-4.0,0.018328603822737932,0.019174953922629356,15,0.9665178571428572,0.9226190476190477,0.9233142037302726
cv5_gated_fold2_mctafd_no_se_seed3407,mctafd_no_se_gated,2,3407,mctafd,False,64,8000.0,0.0,0.0,gated,-4.0,0.018396384548395872,0.01925862766802311,15,0.9332591768631813,0.9523809523809523,0.9523539421440725
cv5_gated_fold3_mctafd_no_se_seed3407,mctafd_no_se_gated,3,3407,mctafd,False,64,8000.0,0.0,0.0,gated,-4.0,0.018373555969446898,0.01949780061841011,13,0.9244755244755245,0.9166666666666666,0.9164772727272728
cv5_gated_fold4_mctafd_no_se_seed3407,mctafd_no_se_gated,4,3407,mctafd,False,64,8000.0,0.0,0.0,gated,-4.0,0.01839169580489397,0.019652292132377625,25,0.9583217560433455,0.9345238095238095,0.9344401873137504
cv5_gated_boundary_fold0_mctafd_no_se_w02_seed42,mctafd_no_se_gated_boundary_w02,0,42,mctafd,False,64,8000.0,0.2,5.0,gated,-4.0,0.018051297403872013,0.018358638510107994,9,0.9497767857142857,0.8809523809523809,0.8761633011413521
cv5_gated_boundary_fold1_mctafd_no_se_w02_seed42,mctafd_no_se_gated_boundary_w02,1,42,mctafd,False,64,8000.0,0.2,5.0,gated,-4.0,0.018393229227513075,0.01864423230290413,19,0.9580419580419581,0.9226190476190477,0.9231366171160673
cv5_gated_boundary_fold2_mctafd_no_se_w02_seed42,mctafd_no_se_gated_boundary_w02,2,42,mctafd,False,64,8000.0,0.2,5.0,gated,-4.0,0.018288028426468372,0.01933390460908413,48,0.9665178571428572,0.9166666666666666,0.9162393162393163
cv5_gated_boundary_fold3_mctafd_no_se_w02_seed42,mctafd_no_se_gated_boundary_w02,3,42,mctafd,False,64,8000.0,0.2,5.0,gated,-4.0,0.018063494469970465,0.018622733652591705,15,0.949944382647386,0.9166666666666666,0.9166193987521271
cv5_gated_boundary_fold4_mctafd_no_se_w02_seed42,mctafd_no_se_gated_boundary_w02,4,42,mctafd,False,64,8000.0,0.2,5.0,gated,-4.0,0.018185520078986883,0.018355270847678185,23,0.9497767857142857,0.9285714285714286,0.9285714285714286
cv5_gated_boundary_fold0_mctafd_no_se_w02_seed2024,mctafd_no_se_gated_boundary_w02,0,2024,mctafd,False,64,8000.0,0.2,5.0,gated,-4.0,0.018257327377796173,0.018614009022712708,15,0.9666295884315906,0.9464285714285714,0.9462380884653676
cv5_gated_boundary_fold1_mctafd_no_se_w02_seed2024,mctafd_no_se_gated_boundary_w02,1,2024,mctafd,False,64,8000.0,0.2,5.0,gated,-4.0,0.018266827799379826,0.01879771426320076,16,0.9416504584606835,0.9226190476190477,0.9227735859261963
cv5_gated_boundary_fold2_mctafd_no_se_w02_seed2024,mctafd_no_se_gated_boundary_w02,2,2024,mctafd,False,64,8000.0,0.2,5.0,gated,-4.0,0.018384192138910294,0.019479066133499146,35,0.9333333333333333,0.9464285714285714,0.946360153256705
cv5_gated_boundary_fold3_mctafd_no_se_w02_seed2024,mctafd_no_se_gated_boundary_w02,3,2024,mctafd,False,64,8000.0,0.2,5.0,gated,-4.0,0.018359767738729715,0.018950775265693665,23,0.9415204678362573,0.9107142857142857,0.9112036380817388
cv5_gated_boundary_fold4_mctafd_no_se_w02_seed2024,mctafd_no_se_gated_boundary_w02,4,2024,mctafd,False,64,8000.0,0.2,5.0,gated,-4.0,0.018114056438207626,0.01856289803981781,10,0.9330357142857143,0.9047619047619048,0.9052966159560811
cv5_gated_boundary_fold0_mctafd_no_se_w02_seed3407,mctafd_no_se_gated_boundary_w02,0,3407,mctafd,False,64,8000.0,0.2,5.0,gated,-4.0,0.01828713808208704,0.019018422812223434,6,0.9497767857142857,0.9047619047619048,0.9025752554542944
cv5_gated_boundary_fold1_mctafd_no_se_w02_seed3407,mctafd_no_se_gated_boundary_w02,1,3407,mctafd,False,64,8000.0,0.2,5.0,gated,-4.0,0.018365112598985434,0.019175495952367783,15,0.9666295884315906,0.9107142857142857,0.9115494978479197
cv5_gated_boundary_fold2_mctafd_no_se_w02_seed3407,mctafd_no_se_gated_boundary_w02,2,3407,mctafd,False,64,8000.0,0.2,5.0,gated,-4.0,0.018433447927236557,0.01928180642426014,10,0.9332591768631813,0.9404761904761905,0.9403409090909091
cv5_gated_boundary_fold3_mctafd_no_se_w02_seed3407,mctafd_no_se_gated_boundary_w02,3,3407,mctafd,False,64,8000.0,0.2,5.0,gated,-4.0,0.018259478732943535,0.019403083249926567,7,0.9158249158249159,0.9107142857142857,0.9097170468816849
cv5_gated_boundary_fold4_mctafd_no_se_w02_seed3407,mctafd_no_se_gated_boundary_w02,4,3407,mctafd,False,64,8000.0,0.2,5.0,gated,-4.0,0.01837063580751419,0.019191231578588486,27,0.9415204678362573,0.9285714285714286,0.9285309132161088
cv5_gated_boundary_fold0_mctafd_no_se_w05_seed42,mctafd_no_se_gated_boundary_w05,0,42,mctafd,False,64,8000.0,0.5,5.0,gated,-4.0,0.017999359872192144,0.0185952577739954,10,0.949944382647386,0.9166666666666666,0.9154686601495112
cv5_gated_boundary_fold1_mctafd_no_se_w05_seed42,mctafd_no_se_gated_boundary_w05,1,42,mctafd,False,64,8000.0,0.5,5.0,gated,-4.0,0.018192578107118607,0.018560247495770454,11,0.949944382647386,0.9166666666666666,0.917352051427491
cv5_gated_boundary_fold2_mctafd_no_se_w05_seed42,mctafd_no_se_gated_boundary_w05,2,42,mctafd,False,64,8000.0,0.5,5.0,gated,-4.0,0.017937317956238985,0.018350521102547646,9,0.9338436303991252,0.9107142857142857,0.9120319495319495
cv5_gated_boundary_fold3_mctafd_no_se_w05_seed42,mctafd_no_se_gated_boundary_w05,3,42,mctafd,False,64,8000.0,0.5,5.0,gated,-4.0,0.018070025369524956,0.018480341881513596,13,0.9244755244755245,0.9226190476190477,0.9226080793763289
cv5_gated_boundary_fold4_mctafd_no_se_w05_seed42,mctafd_no_se_gated_boundary_w05,4,42,mctafd,False,64,8000.0,0.5,5.0,gated,-4.0,0.018318959046155214,0.018731629475951195,22,0.9666666666666668,0.9226190476190477,0.9223439055610866
cv5_gated_boundary_fold0_mctafd_no_se_w05_seed2024,mctafd_no_se_gated_boundary_w05,0,2024,mctafd,False,64,8000.0,0.5,5.0,gated,-4.0,0.01809519436210394,0.018436333164572716,4,0.95,0.9285714285714286,0.9279176201372997
cv5_gated_boundary_fold1_mctafd_no_se_w05_seed2024,mctafd_no_se_gated_boundary_w05,1,2024,mctafd,False,64,8000.0,0.5,5.0,gated,-4.0,0.018187987618148327,0.018664218485355377,9,0.949944382647386,0.8928571428571429,0.8938193825459849
cv5_gated_boundary_fold2_mctafd_no_se_w05_seed2024,mctafd_no_se_gated_boundary_w05,2,2024,mctafd,False,64,8000.0,0.5,5.0,gated,-4.0,0.018307413905858994,0.019090505316853523,28,0.9415204678362573,0.9285714285714286,0.928409090909091
cv5_gated_boundary_fold3_mctafd_no_se_w05_seed2024,mctafd_no_se_gated_boundary_w05,3,2024,mctafd,False,64,8000.0,0.5,5.0,gated,-4.0,0.018253961112350225,0.018673690035939217,14,0.949944382647386,0.9226190476190477,0.9226080793763289
cv5_gated_boundary_fold4_mctafd_no_se_w05_seed2024,mctafd_no_se_gated_boundary_w05,4,2024,mctafd,False,64,8000.0,0.5,5.0,gated,-4.0,0.01823744410648942,0.018923737108707428,19,0.9332591768631813,0.9107142857142857,0.9102053752535497
cv5_gated_boundary_fold0_mctafd_no_se_w05_seed3407,mctafd_no_se_gated_boundary_w05,0,3407,mctafd,False,64,8000.0,0.5,5.0,gated,-4.0,0.018097530584782362,0.018439428880810738,2,0.949944382647386,0.8690476190476191,0.8684316182850274
cv5_gated_boundary_fold1_mctafd_no_se_w05_seed3407,mctafd_no_se_gated_boundary_w05,1,3407,mctafd,False,64,8000.0,0.5,5.0,gated,-4.0,0.01848135469481349,0.019222402945160866,15,0.9582289055973267,0.9166666666666666,0.9174904788914999
cv5_gated_boundary_fold2_mctafd_no_se_w05_seed3407,mctafd_no_se_gated_boundary_w05,2,3407,mctafd,False,64,8000.0,0.5,5.0,gated,-4.0,0.018549132626503706,0.019144253805279732,17,0.9330357142857143,0.9166666666666666,0.9162393162393163
cv5_gated_boundary_fold3_mctafd_no_se_w05_seed3407,mctafd_no_se_gated_boundary_w05,3,3407,mctafd,False,64,8000.0,0.5,5.0,gated,-4.0,0.0182813941501081,0.019469205290079117,8,0.9245336348219333,0.9107142857142857,0.9095397570095352
cv5_gated_boundary_fold4_mctafd_no_se_w05_seed3407,mctafd_no_se_gated_boundary_w05,4,3407,mctafd,False,64,8000.0,0.5,5.0,gated,-4.0,0.018300655763596296,0.019261641427874565,17,0.9583217560433455,0.9226190476190477,0.9225202213707961
cv5_fold0_mctafd_se_nmel64_fmax8000_seed42,mctafd_se,0,42,mctafd,True,64,8000.0,,,,,,,3,0.9249791608780217,0.8988095238095238,0.8993568892897073
cv5_fold1_mctafd_se_nmel64_fmax8000_seed42,mctafd_se,1,42,mctafd,True,64,8000.0,,,,,,,27,0.9665178571428572,0.9226190476190477,0.9227735859261963
cv5_fold2_mctafd_se_nmel64_fmax8000_seed42,mctafd_se,2,42,mctafd,True,64,8000.0,,,,,,,17,0.924812030075188,0.9047619047619048,0.9045454545454545
cv5_fold3_mctafd_se_nmel64_fmax8000_seed42,mctafd_se,3,42,mctafd,True,64,8000.0,,,,,,,13,0.9172107992961008,0.9166666666666666,0.9169487031388801
cv5_fold4_mctafd_se_nmel64_fmax8000_seed42,mctafd_se,4,42,mctafd,True,64,8000.0,,,,,,,11,0.9158249158249159,0.9047619047619048,0.9033927544565843
cv5_fold0_mctafd_se_nmel64_fmax8000_seed123,mctafd_se,0,123,mctafd,True,64,8000.0,,,,,,,10,0.9332591768631813,0.9166666666666666,0.9162393162393162
cv5_fold1_mctafd_se_nmel64_fmax8000_seed123,mctafd_se,1,123,mctafd,True,64,8000.0,,,,,,,9,0.9583217560433455,0.9047619047619048,0.9063309091508764
cv5_fold2_mctafd_se_nmel64_fmax8000_seed123,mctafd_se,2,123,mctafd,True,64,8000.0,,,,,,,21,0.9332591768631813,0.9285714285714286,0.928409090909091
cv5_fold3_mctafd_se_nmel64_fmax8000_seed123,mctafd_se,3,123,mctafd,True,64,8000.0,,,,,,,25,0.9415204678362573,0.8928571428571429,0.8926136363636363
cv5_fold4_mctafd_se_nmel64_fmax8000_seed123,mctafd_se,4,123,mctafd,True,64,8000.0,,,,,,,17,0.9333333333333333,0.9285714285714286,0.9282051282051282
cv5_fold0_mctafd_se_nmel64_fmax8000_seed777,mctafd_se,0,777,mctafd,True,64,8000.0,,,,,,,15,0.9412587412587412,0.9285714285714286,0.9282051282051282
cv5_fold1_mctafd_se_nmel64_fmax8000_seed777,mctafd_se,1,777,mctafd,True,64,8000.0,,,,,,,11,0.9583217560433455,0.9166666666666666,0.9171286031042128
cv5_fold2_mctafd_se_nmel64_fmax8000_seed777,mctafd_se,2,777,mctafd,True,64,8000.0,,,,,,,9,0.9249791608780217,0.9166666666666666,0.9175443458980044
cv5_fold3_mctafd_se_nmel64_fmax8000_seed777,mctafd_se,3,777,mctafd,True,64,8000.0,,,,,,,27,0.9494949494949495,0.9047619047619048,0.9045454545454545
cv5_fold4_mctafd_se_nmel64_fmax8000_seed777,mctafd_se,4,777,mctafd,True,64,8000.0,,,,,,,17,0.9583217560433455,0.9285714285714286,0.9282051282051282
cv5_fold0_mctafd_se_nmel64_fmax8000_seed2024,mctafd_se,0,2024,mctafd,True,64,8000.0,,,,,,,12,0.9244755244755245,0.9166666666666666,0.9162393162393162
cv5_fold1_mctafd_se_nmel64_fmax8000_seed2024,mctafd_se,1,2024,mctafd,True,64,8000.0,,,,,,,30,0.9666295884315906,0.8988095238095238,0.8990642705502143
cv5_fold2_mctafd_se_nmel64_fmax8000_seed2024,mctafd_se,2,2024,mctafd,True,64,8000.0,,,,,,,11,0.923965080259082,0.9047619047619048,0.9035805626598465
cv5_fold3_mctafd_se_nmel64_fmax8000_seed2024,mctafd_se,3,2024,mctafd,True,64,8000.0,,,,,,,16,0.9415204678362573,0.9166666666666666,0.915903890160183
cv5_fold4_mctafd_se_nmel64_fmax8000_seed2024,mctafd_se,4,2024,mctafd,True,64,8000.0,,,,,,,30,0.9332591768631813,0.9345238095238095,0.9340659340659341
cv5_fold0_mctafd_se_nmel64_fmax8000_seed3407,mctafd_se,0,3407,mctafd,True,64,8000.0,,,,,,,6,0.9333333333333333,0.9226190476190477,0.9223439055610866
cv5_fold1_mctafd_se_nmel64_fmax8000_seed3407,mctafd_se,1,3407,mctafd,True,64,8000.0,,,,,,,21,0.9666666666666668,0.9047619047619048,0.9045769094814693
cv5_fold2_mctafd_se_nmel64_fmax8000_seed3407,mctafd_se,2,3407,mctafd,True,64,8000.0,,,,,,,32,0.95,0.9404761904761905,0.9404424276800907
cv5_fold3_mctafd_se_nmel64_fmax8000_seed3407,mctafd_se,3,3407,mctafd,True,64,8000.0,,,,,,,13,0.9582289055973267,0.9107142857142857,0.9112036380817388
cv5_fold4_mctafd_se_nmel64_fmax8000_seed3407,mctafd_se,4,3407,mctafd,True,64,8000.0,,,,,,,11,0.924812030075188,0.8928571428571429,0.8901248300580893
